course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B. A Program Sociology,Sociological Research II,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750910337.pdf,,UPC 2302203601 | DSC/Core | DSC 11 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750826633.pdf,,UPC 2302203601 | DSC/Core | DSC 11 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750651258.pdf,,UPC 2302203601 | DSC/Core | DSC 11 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783578065.pdf,,UPC 2302203601 | DSC/Core | DSC 6 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1781066242.pdf,,UPC 2302203601 | DSC/Core | DSC 6 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750910337.pdf,,UPC 2302203601 | DSC/Core | DSC 6 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750826633.pdf,,UPC 2302203601 | DSC/Core | DSC 6 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociological Research II,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750651258.pdf,,UPC 2302203601 | DSC/Core | DSC 6 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Animals and Society,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784265234.pdf,,UPC 2303100010 | DSE | DSE-10 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Animals and Society,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784017332.pdf,,UPC 2303100010 | DSE | DSE-10 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Animals and Society,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767169031.pdf,,UPC 2303100010 | DSE | DSE-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Animals and Society,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1766997565.pdf,,UPC 2303100010 | DSE | DSE-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Animals and Society,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749708503.pdf,,UPC 2303100010 | DSE | DSE-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,"Media, Culture and Society",2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784271263.pdf,,UPC 2304000016 | DSE | GE 16 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,"Media, Culture and Society",2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1751265465.pdf,,UPC 2304000016 | DSE | GE 16 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784265116.pdf,,UPC 2303100012 | DSE | DSE-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784017307.pdf,,UPC 2303100012 | DSE | DSE-12 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1776247560.pdf,,UPC 2303100012 | DSE | DSE-12 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775811649.pdf,,UPC 2303100012 | DSE | DSE-12 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767168960.pdf,,UPC 2303100012 | DSE | DSE-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1766997481.pdf,,UPC 2303100012 | DSE | DSE-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Research Methodology for Sociology,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749708595.pdf,,UPC 2303100012 | DSE | DSE-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Ageing,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784271356.pdf,,UPC 2304000018 | DSE | GE 18 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Ageing,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1751265677.pdf,,UPC 2304000018 | DSE | GE 18 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Care,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1765263940.pdf,,UPC 2303100011 | DSE | DSE-11 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Education,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784009121.pdf,,UPC 2303102004 | DSE | DSE-04 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Media,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784009201.pdf,,UPC 2303102006 | DSE | DSE-06 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Social Movements,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784009173.pdf,,UPC 2303102005 | DSE | DSE-05 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Tourism,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784271321.pdf,,UPC 2304000017 | DSE | GE 17 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Tourism,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1751265538.pdf,,UPC 2304000017 | DSE | GE 17 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Kinship and Marriage,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775798494.pdf,,UPC 2302204701 | DSC/Core | DSC 13 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Digital Sociology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776247784.pdf,,UPC 2303100017 | DSE | DSE-17 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Digital Sociology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775811939.pdf,,UPC 2303100017 | DSE | DSE-17 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Digital Sociology,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775740522.pdf,,UPC 2303100017 | DSE | DSE-17 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Population and Society,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776247734.pdf,,UPC 2303100016 | DSE | DSE-16 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Population and Society,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775811862.pdf,,UPC 2303100016 | DSE | DSE-16 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Population and Society,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775740397.pdf,,UPC 2303100016 | DSE | DSE-16 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology for Symbolism,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1784265234.pdf,,UPC 2303100013 | DSE | DSE-13 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology for Symbolism,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1784017332.pdf,,UPC 2303100013 | DSE | DSE-13 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology for Symbolism,2024-2025,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1767169031.pdf,,UPC 2303100013 | DSE | DSE-13 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology for Symbolism,2024-2025,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1766997565.pdf,,UPC 2303100013 | DSE | DSE-13 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology for Symbolism,2024-2025,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1749708503.pdf,,UPC 2303100013 | DSE | DSE-13 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Food,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776247689.pdf,,UPC 2303100015 | DSE | DSE-15 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Food,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775811818.pdf,,UPC 2303100015 | DSE | DSE-15 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Food,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775740299.pdf,,UPC 2303100015 | DSE | DSE-15 | NOV-DEC-2025 | SET-1 | 80 marks
B. A Program Sociology,Sociology of Globalization,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776059964.pdf,,UPC 2304000026 | DSE | GE 20 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Law,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776247624.pdf,,UPC 2303100014 | DSE | DSE-14 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Law,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775811755.pdf,,UPC 2303100014 | DSE | DSE-14 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Law,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775740207.pdf,,UPC 2303100014 | DSE | DSE-14 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Peace and Conflict,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1776060171.pdf,,UPC 2304000028 | DSE | GE 22 | NOV-DEC-2025 | SET-1 | 90 marks
B. A Program Sociology,Gender and Society,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780384587.pdf,,UPC TO BE UPDATED | DSC/Core | DSC 14 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Agrarian Sociology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783403295.pdf,,UPC 2303100020 | DSE | DSE-19 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Agrarian Sociology,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780915483.pdf,,UPC 2303100020 | DSE | DSE-19 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Ethnographic Filmmaking in Sociological Practice,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783403332.pdf,,UPC 2303100019 | DSE | DSE-18 | MAY-JUNE-2026 | SET-1 | 60 marks
B. A Program Sociology,Ethnographic Filmmaking in Sociological Practice,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780915634.pdf,,UPC 2303100019 | DSE | DSE-18 | MAY-JUNE-2026 | SET-1 | 60 marks
B. A Program Sociology,Sociology of Childhood,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784526682.pdf,,UPC 2304000030 | DSE | GE 24 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Childhood,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783666478.pdf,,UPC 2304000030 | DSE | GE 24 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Migration,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783403235.pdf,,UPC 2303100022 | DSE | DSE-21 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Migration,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780915369.pdf,,UPC 2303100022 | DSE | DSE-21 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Migration,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780910805.pdf,,UPC 2303100022 | DSE | DSE-21 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Music,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784526651.pdf,,UPC 2304000031 | DSE | GE 25 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Music,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783666411.pdf,,UPC 2304000031 | DSE | GE 25 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Science,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783403264.pdf,,UPC 2303100021 | DSE | DSE-20 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Sociology of Science,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780915321.pdf,,UPC 2303100021 | DSE | DSE-20 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Understanding Religion,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1784526738.pdf,,UPC 2304000029 | DSE | GE 23 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A Program Sociology,Understanding Religion,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783664989.pdf,,UPC 2304000029 | DSE | GE 23 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A. (Hons) English,European Classical Literature,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1776062992.pdf,,UPC 2032101102 | DSC/Core | DSC-2 | NOV-DEC-2025 | SET-1 | 90 marks
B. A. (Hons) English,European Classical Literature,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1744100828.pdf,,UPC 2032101102 | DSC/Core | DSC-2 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Indian Classical Literature,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742290673.pdf,,UPC 2032101103 | DSC/Core | DSC-3 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Indian Classical Literature,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742283048.pdf,,UPC 2032101103 | DSC/Core | DSC-3 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Introduction to Literary Studies,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1775800114.pdf,,UPC 2032101101 | DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B. A. (Hons) English,Introduction to Literary Studies,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1774263146.pdf,,UPC 2032101101 | DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B. A. (Hons) English,Introduction to Literary Studies,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1742461125.pdf,,UPC 2032101101 | DSC/Core | DSC-1 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Dystopian Writings,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742129229.pdf,,UPC 2034002003 | GE | GE-3 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Dystopian Writings,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742035288.pdf,,UPC 2034002003 | GE | GE-3 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Genre Fiction,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742129335.pdf,,UPC 2034002002 | GE | GE-2 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Genre Fiction,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742035159.pdf,,UPC 2034002002 | GE | GE-2 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Indian English Literatures,2025-2026,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1776063707.pdf,,UPC 2034002006 | GE | GE-6 | NOV-DEC-2025 | SET-1 | 90 marks
B. A. (Hons) English,Indian English Literatures,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742129455.pdf,,UPC 2034002006 | GE | GE-6 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Language and Culture,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742128482.pdf,,UPC 2034002001 | GE | GE-1 | NOV-DEC-2024 | SET-2 | 90 marks
B. A. (Hons) English,Language and Culture,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742035040.pdf,,UPC 2034002001 | GE | GE-1 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Literature & Human Rights,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742129141.pdf,,UPC 2034002004 | GE | GE-4 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Literature & Human Rights,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742035413.pdf,,UPC 2034002004 | GE | GE-4 | NOV-DEC-2024 | SET-3 | 90 marks
B. A. (Hons) English,Literature & Human Rights,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1739440521.pdf,,UPC 2034002004 | GE | GE-4 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,Literature & Human Rights,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1739218541.pdf,,UPC 2034002004 | GE | GE-4 | NOV-DEC-2024 | SET-2 | 90 marks
B. A. (Hons) English,Readings on Indian Diversities and Literary Movements,2025-2026,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1776063300.pdf,,UPC 2034000012 | GE | GE-5 | NOV-DEC-2025 | SET-1 | 90 marks
B. A. (Hons) English,Readings on Indian Diversities and Literary Movements,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742128996.pdf,,UPC 2034000012 | GE | GE-5 | NOV-DEC-2024 | SET-2 | 90 marks
B. A. (Hons) English,Readings on Indian Diversities and Literary Movements,2024-2025,Semester I/III/V/VII,I/III/V/VII,https://qb.exam.du.ac.in/uploads/questions/1742035584.pdf,,UPC 2034000012 | GE | GE-5 | NOV-DEC-2024 | SET-1 | 90 marks
B. A. (Hons) English,14th to 17th Century English Poetry,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784006626.pdf,,UPC 2032101201 | DSC/Core | DSC-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A. (Hons) English,14th to 17th Century English Poetry,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1782711115.pdf,,UPC 2032101201 | DSC/Core | DSC-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A. (Hons) English,14th to 17th Century English Poetry,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1763623287.pdf,,UPC 2032101201 | DSC/Core | DSC-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A. (Hons) English,14th to 17th Century English Poetry,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1732795841.pdf,,UPC 2032101201 | DSC/Core | DSC-4 | MAY-JUNE-2024 | SET-1 | 90 marks
B. A. (Hons) English,16th and 17th Century English Drama,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784703675.pdf,,UPC 2032101202 | DSC/Core | DSC-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A. (Hons) English,16th and 17th Century English Drama,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1782711421.pdf,,UPC 2032101202 | DSC/Core | DSC-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A. (Hons) English,16th and 17th Century English Drama,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1769680684.pdf,,UPC 2032101202 | DSC/Core | DSC-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A. (Hons) English,16th and 17th Century English Drama,2022-2023,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1729595894.pdf,,UPC 2032101202 | DSC/Core | DSC-5 | MAY-JUNE-2023 | SET-1 | 90 marks
B. A. (Hons) English,18th Century Literature,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1782710456.pdf,,UPC 2032101203 | DSC/Core | DSC-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B. A. (Hons) English,18th Century Literature,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1767606093.pdf,,UPC 2032101203 | DSC/Core | DSC-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A. (Hons) English,18th Century Literature,2024-2025,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1763623211.pdf,,UPC 2032101203 | DSC/Core | DSC-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B. A. (Hons) English,18th Century Literature,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1733166742.pdf,,UPC 2032101203 | DSC/Core | DSC-6 | MAY-JUNE-2024 | SET-1 | 90 marks
B. A. (Hons) English,Cinematic Adaptations of Literary Texts,2025-2026,Semester II/IV/VI,II/IV/VI,https://qb.exam.du.ac.in/uploads/questions/1784702610.pdf,,UPC 2034001205 | GE | GE-10 | MAY-JUNE-2026 | SET-1 | 90 marks
